datetime,prediction
2019-07-25 00:00:00,1.4655647277832031
2019-07-25 01:00:00,4.486373424530029
2019-07-25 02:00:00,10.960455894470215
2019-07-25 03:00:00,12.581110000610352
2019-07-25 04:00:00,11.738556861877441
2019-07-25 05:00:00,10.996705055236816
2019-07-25 06:00:00,10.589871406555176
2019-07-25 07:00:00,10.392274856567383
2019-07-25 08:00:00,10.395487785339355
2019-07-25 09:00:00,10.793835639953613
2019-07-25 10:00:00,11.705458641052246
2019-07-25 11:00:00,13.926467895507812
2019-07-25 12:00:00,18.454622268676758
2019-07-25 13:00:00,25.712186813354492
2019-07-25 14:00:00,30.96622085571289
2019-07-25 15:00:00,32.71467971801758
2019-07-25 16:00:00,32.027034759521484
2019-07-25 17:00:00,30.190189361572266
2019-07-25 18:00:00,27.873764038085938
2019-07-25 19:00:00,25.421052932739258
2019-07-25 20:00:00,23.313793182373047
2019-07-25 21:00:00,21.93556785583496
2019-07-25 22:00:00,21.330244064331055
2019-07-25 23:00:00,21.205341339111328
2019-08-02 00:00:00,23.36891746520996
2019-08-02 01:00:00,24.228134155273438
2019-08-02 02:00:00,24.55622673034668
2019-08-02 03:00:00,24.115314483642578
2019-08-02 04:00:00,22.032072067260742
2019-08-02 05:00:00,18.196924209594727
2019-08-02 06:00:00,15.777013778686523
2019-08-02 07:00:00,14.545193672180176
2019-08-02 08:00:00,14.065265655517578
2019-08-02 09:00:00,13.994866371154785
2019-08-02 10:00:00,14.114214897155762
2019-08-02 11:00:00,15.385498046875
2019-08-02 12:00:00,20.733041763305664
2019-08-02 13:00:00,31.538257598876953
2019-08-02 14:00:00,39.14213180541992
2019-08-02 15:00:00,40.74592971801758
2019-08-02 16:00:00,39.207950592041016
2019-08-02 17:00:00,37.08283996582031
2019-08-02 18:00:00,34.44638442993164
2019-08-02 19:00:00,30.435407638549805
2019-08-02 20:00:00,26.783451080322266
2019-08-02 21:00:00,24.754241943359375
2019-08-02 22:00:00,24.11842155456543
2019-08-02 23:00:00,24.38113021850586
2019-08-11 00:00:00,23.4821720123291
2019-08-11 01:00:00,23.50156593322754
2019-08-11 02:00:00,23.561174392700195
2019-08-11 03:00:00,23.22260856628418
2019-08-11 04:00:00,21.60723876953125
2019-08-11 05:00:00,18.816810607910156
2019-08-11 06:00:00,16.2067928314209
2019-08-11 07:00:00,14.349255561828613
2019-08-11 08:00:00,13.508563041687012
2019-08-11 09:00:00,13.163772583007812
2019-08-11 10:00:00,13.286383628845215
2019-08-11 11:00:00,14.568710327148438
2019-08-11 12:00:00,19.404052734375
2019-08-11 13:00:00,29.149232864379883
2019-08-11 14:00:00,37.24894332885742
2019-08-11 15:00:00,40.69868850708008
2019-08-11 16:00:00,40.165069580078125
2019-08-11 17:00:00,37.991634368896484
2019-08-11 18:00:00,35.727272033691406
2019-08-11 19:00:00,32.04654312133789
2019-08-11 20:00:00,27.998058319091797
2019-08-11 21:00:00,24.96589469909668
2019-08-11 22:00:00,23.107065200805664
2019-08-11 23:00:00,22.32877540588379
2019-08-22 00:00:00,19.823200225830078
2019-08-22 01:00:00,19.537099838256836
2019-08-22 02:00:00,19.48939323425293
2019-08-22 03:00:00,19.055278778076172
2019-08-22 04:00:00,17.825462341308594
2019-08-22 05:00:00,15.716965675354004
2019-08-22 06:00:00,13.763699531555176
2019-08-22 07:00:00,12.675844192504883
2019-08-22 08:00:00,12.102485656738281
2019-08-22 09:00:00,11.922982215881348
2019-08-22 10:00:00,11.95390796661377
2019-08-22 11:00:00,12.739082336425781
2019-08-22 12:00:00,15.737393379211426
2019-08-22 13:00:00,22.54751968383789
2019-08-22 14:00:00,29.050065994262695
2019-08-22 15:00:00,31.60324478149414
2019-08-22 16:00:00,31.506715774536133
2019-08-22 17:00:00,29.987634658813477
2019-08-22 18:00:00,27.678937911987305
2019-08-22 19:00:00,25.025550842285156
2019-08-22 20:00:00,22.320466995239258
2019-08-22 21:00:00,19.643232345581055
2019-08-22 22:00:00,17.810922622680664
2019-08-22 23:00:00,16.59544563293457
2019-08-23 00:00:00,15.649262428283691
2019-08-23 01:00:00,15.605142593383789
2019-08-23 02:00:00,15.467232704162598
2019-08-23 03:00:00,14.891831398010254
2019-08-23 04:00:00,13.623236656188965
2019-08-23 05:00:00,12.074198722839355
2019-08-23 06:00:00,10.85818099975586
2019-08-23 07:00:00,10.257390022277832
2019-08-23 08:00:00,10.008368492126465
2019-08-23 09:00:00,10.14101505279541
2019-08-23 10:00:00,10.748530387878418
2019-08-23 11:00:00,12.085524559020996
2019-08-23 12:00:00,15.346514701843262
2019-08-23 13:00:00,21.285825729370117
2019-08-23 14:00:00,26.554401397705078
2019-08-23 15:00:00,28.953161239624023
2019-08-23 16:00:00,29.123510360717773
2019-08-23 17:00:00,28.300121307373047
2019-08-23 18:00:00,26.838777542114258
2019-08-23 19:00:00,24.851831436157227
2019-08-23 20:00:00,22.168292999267578
2019-08-23 21:00:00,19.744678497314453
2019-08-23 22:00:00,17.800369262695312
2019-08-23 23:00:00,16.61650276184082
2019-08-28 00:00:00,29.717796325683594
2019-08-28 01:00:00,32.485145568847656
2019-08-28 02:00:00,31.58436393737793
2019-08-28 03:00:00,28.93100929260254
2019-08-28 04:00:00,24.793458938598633
2019-08-28 05:00:00,20.089893341064453
2019-08-28 06:00:00,16.438852310180664
2019-08-28 07:00:00,14.1863374710083
2019-08-28 08:00:00,13.398417472839355
2019-08-28 09:00:00,13.034516334533691
2019-08-28 10:00:00,13.7437105178833
2019-08-28 11:00:00,16.646032333374023
2019-08-28 12:00:00,25.044477462768555
2019-08-28 13:00:00,38.63397216796875
2019-08-28 14:00:00,49.340755462646484
2019-08-28 15:00:00,52.59791946411133
2019-08-28 16:00:00,51.5848274230957
2019-08-28 17:00:00,49.201995849609375
2019-08-28 18:00:00,46.39284896850586
2019-08-28 19:00:00,43.43611526489258
2019-08-28 20:00:00,40.59286880493164
2019-08-28 21:00:00,37.31893539428711
2019-08-28 22:00:00,35.22920608520508
2019-08-28 23:00:00,35.02310562133789
2019-08-30 00:00:00,29.64201545715332
2019-08-30 01:00:00,29.9025936126709
2019-08-30 02:00:00,30.7297420501709
2019-08-30 03:00:00,31.476444244384766
2019-08-30 04:00:00,29.791738510131836
2019-08-30 05:00:00,25.048006057739258
2019-08-30 06:00:00,20.745988845825195
2019-08-30 07:00:00,18.360836029052734
2019-08-30 08:00:00,16.619518280029297
2019-08-30 09:00:00,15.007997512817383
2019-08-30 10:00:00,14.63350772857666
2019-08-30 11:00:00,15.79193115234375
2019-08-30 12:00:00,21.305360794067383
2019-08-30 13:00:00,37.214454650878906
2019-08-30 14:00:00,54.79402542114258
2019-08-30 15:00:00,61.996463775634766
2019-08-30 16:00:00,60.682865142822266
2019-08-30 17:00:00,55.83647155761719
2019-08-30 18:00:00,50.16572952270508
2019-08-30 19:00:00,43.82779312133789
2019-08-30 20:00:00,38.254207611083984
2019-08-30 21:00:00,34.209632873535156
2019-08-30 22:00:00,31.10602378845215
2019-08-30 23:00:00,28.509891510009766
2019-09-04 00:00:00,28.77320098876953
2019-09-04 01:00:00,29.858901977539062
2019-09-04 02:00:00,31.298816680908203
2019-09-04 03:00:00,32.120338439941406
2019-09-04 04:00:00,30.511394500732422
2019-09-04 05:00:00,25.73836326599121
2019-09-04 06:00:00,21.517606735229492
2019-09-04 07:00:00,18.851913452148438
2019-09-04 08:00:00,17.485403060913086
2019-09-04 09:00:00,16.433115005493164
2019-09-04 10:00:00,16.386320114135742
2019-09-04 11:00:00,18.823261260986328
2019-09-04 12:00:00,27.519575119018555
2019-09-04 13:00:00,39.44608688354492
2019-09-04 14:00:00,47.707942962646484
2019-09-04 15:00:00,49.855960845947266
2019-09-04 16:00:00,48.3343391418457
2019-09-04 17:00:00,45.64689636230469
2019-09-04 18:00:00,42.46345901489258
2019-09-04 19:00:00,39.47334671020508
2019-09-04 20:00:00,36.3283805847168
2019-09-04 21:00:00,33.58205032348633
