datetime,NO2_target
2019-07-25 00:00:00,48.305850982666016
2019-07-25 01:00:00,39.903892517089844
2019-07-25 02:00:00,32.78751754760742
2019-07-25 03:00:00,27.649185180664062
2019-07-25 04:00:00,22.668109893798828
2019-07-25 05:00:00,19.73082733154297
2019-07-25 06:00:00,16.590076446533203
2019-07-25 07:00:00,15.718218803405762
2019-07-25 08:00:00,13.376955032348633
2019-07-25 09:00:00,13.386674880981445
2019-07-25 10:00:00,11.27499008178711
2019-07-25 11:00:00,11.839890480041504
2019-07-25 12:00:00,10.784343719482422
2019-07-25 13:00:00,12.528101921081543
2019-07-25 14:00:00,12.574472427368164
2019-07-25 15:00:00,13.878583908081055
2019-07-25 16:00:00,14.16086483001709
2019-07-25 17:00:00,16.214658737182617
2019-07-25 18:00:00,20.583114624023438
2019-07-25 19:00:00,26.492366790771484
2019-07-25 20:00:00,29.554832458496094
2019-07-25 21:00:00,30.40765953063965
2019-07-25 22:00:00,30.048484802246094
2019-07-25 23:00:00,28.1358585357666
2019-08-02 00:00:00,
2019-08-02 01:00:00,
2019-08-02 02:00:00,
2019-08-02 03:00:00,
2019-08-02 04:00:00,
2019-08-02 05:00:00,
2019-08-02 06:00:00,
2019-08-02 07:00:00,
2019-08-02 08:00:00,
2019-08-02 09:00:00,
2019-08-02 10:00:00,
2019-08-02 11:00:00,
2019-08-02 12:00:00,
2019-08-02 13:00:00,
2019-08-02 14:00:00,
2019-08-02 15:00:00,
2019-08-02 16:00:00,
2019-08-02 17:00:00,
2019-08-02 18:00:00,
2019-08-02 19:00:00,
2019-08-02 20:00:00,
2019-08-02 21:00:00,
2019-08-02 22:00:00,
2019-08-02 23:00:00,
2019-08-09 00:00:00,31.958118438720703
2019-08-09 01:00:00,32.31065368652344
2019-08-09 02:00:00,32.275787353515625
2019-08-09 03:00:00,31.54355239868164
2019-08-09 04:00:00,30.37650489807129
2019-08-09 05:00:00,29.34979820251465
2019-08-09 06:00:00,27.73686981201172
2019-08-09 07:00:00,26.248844146728516
2019-08-09 08:00:00,24.47296142578125
2019-08-09 09:00:00,22.896602630615234
2019-08-09 10:00:00,21.5750732421875
2019-08-09 11:00:00,20.7767333984375
2019-08-09 12:00:00,19.983652114868164
2019-08-09 13:00:00,20.71918487548828
2019-08-09 14:00:00,21.33745002746582
2019-08-09 15:00:00,22.31465721130371
2019-08-09 16:00:00,22.326404571533203
2019-08-09 17:00:00,22.459213256835938
2019-08-09 18:00:00,22.02818489074707
2019-08-09 19:00:00,21.812828063964844
2019-08-09 20:00:00,21.7662296295166
2019-08-09 21:00:00,22.016324996948242
2019-08-09 22:00:00,22.523279190063477
2019-08-09 23:00:00,23.063173294067383
2019-08-22 00:00:00,27.34870147705078
2019-08-22 01:00:00,27.194808959960938
2019-08-22 02:00:00,25.698101043701172
2019-08-22 03:00:00,22.689783096313477
2019-08-22 04:00:00,18.865148544311523
2019-08-22 05:00:00,14.55386734008789
2019-08-22 06:00:00,11.125493049621582
2019-08-22 07:00:00,8.205194473266602
2019-08-22 08:00:00,6.550315856933594
2019-08-22 09:00:00,4.891197681427002
2019-08-22 10:00:00,3.7963616847991943
2019-08-22 11:00:00,3.577982187271118
2019-08-22 12:00:00,4.674747943878174
2019-08-22 13:00:00,9.023374557495117
2019-08-22 14:00:00,17.036691665649414
2019-08-22 15:00:00,26.956533432006836
2019-08-22 16:00:00,31.181297302246094
2019-08-22 17:00:00,31.14297866821289
2019-08-22 18:00:00,28.19873046875
2019-08-22 19:00:00,25.04224395751953
2019-08-22 20:00:00,22.589284896850586
2019-08-22 21:00:00,21.527711868286133
2019-08-22 22:00:00,21.740774154663086
2019-08-22 23:00:00,23.195186614990234
2019-08-23 00:00:00,24.113338470458984
2019-08-23 01:00:00,24.175926208496094
2019-08-23 02:00:00,22.675052642822266
2019-08-23 03:00:00,20.188037872314453
2019-08-23 04:00:00,15.911535263061523
2019-08-23 05:00:00,11.832310676574707
2019-08-23 06:00:00,7.815951824188232
2019-08-23 07:00:00,4.965840816497803
2019-08-23 08:00:00,2.916929006576538
2019-08-23 09:00:00,1.89205801486969
2019-08-23 10:00:00,1.161105751991272
2019-08-23 11:00:00,0.9731037616729736
2019-08-23 12:00:00,1.7928636074066162
2019-08-23 13:00:00,3.4044439792633057
2019-08-23 14:00:00,8.148289680480957
2019-08-23 15:00:00,16.267805099487305
2019-08-23 16:00:00,22.977447509765625
2019-08-23 17:00:00,24.01793098449707
2019-08-23 18:00:00,23.837987899780273
2019-08-23 19:00:00,22.059608459472656
2019-08-23 20:00:00,21.938337326049805
2019-08-23 21:00:00,21.351818084716797
2019-08-23 22:00:00,22.198720932006836
2019-08-23 23:00:00,22.54338836669922
2019-08-28 00:00:00,38.8981819152832
2019-08-28 01:00:00,37.6240348815918
2019-08-28 02:00:00,35.277286529541016
2019-08-28 03:00:00,32.31855773925781
2019-08-28 04:00:00,27.923660278320312
2019-08-28 05:00:00,23.0859432220459
2019-08-28 06:00:00,18.692298889160156
2019-08-28 07:00:00,15.606256484985352
2019-08-28 08:00:00,13.728362083435059
2019-08-28 09:00:00,12.321724891662598
2019-08-28 10:00:00,11.468647003173828
2019-08-28 11:00:00,11.361038208007812
2019-08-28 12:00:00,14.474032402038574
2019-08-28 13:00:00,21.609399795532227
2019-08-28 14:00:00,34.128074645996094
2019-08-28 15:00:00,44.131309509277344
2019-08-28 16:00:00,47.12200927734375
2019-08-28 17:00:00,45.85595703125
2019-08-28 18:00:00,41.72325134277344
2019-08-28 19:00:00,37.773681640625
2019-08-28 20:00:00,33.607242584228516
2019-08-28 21:00:00,31.52197265625
2019-08-28 22:00:00,30.91166877746582
2019-08-28 23:00:00,32.165184020996094
2019-09-06 00:00:00,39.980079650878906
2019-09-06 01:00:00,38.58466720581055
