datetime,NO2_prediction
2019-07-25 00:00:00,0.04087974
2019-07-25 01:00:00,0.033644333
2019-07-25 02:00:00,0.07186206
2019-07-25 03:00:00,0.14771587
2019-07-25 04:00:00,0.18417388
2019-07-25 05:00:00,0.13022482
2019-07-25 06:00:00,-0.004669994
2019-07-25 07:00:00,-0.20976645
2019-07-25 08:00:00,-0.44237334
2019-07-25 09:00:00,-0.75719976
2019-07-25 10:00:00,-1.1978347
2019-07-25 11:00:00,-1.5907626
2019-07-25 12:00:00,-0.5611655
2019-07-25 13:00:00,2.039092
2019-07-25 14:00:00,5.142993
2019-07-25 15:00:00,8.487293
2019-07-25 16:00:00,11.99378
2019-07-25 17:00:00,14.504628
2019-07-25 18:00:00,15.565176
2019-07-25 19:00:00,15.550604
2019-07-25 20:00:00,15.087908
2019-07-25 21:00:00,14.487576
2019-07-25 22:00:00,13.825641
2019-07-25 23:00:00,13.096704
2019-08-02 00:00:00,17.011457
2019-08-02 01:00:00,19.7801
2019-08-02 02:00:00,19.404236
2019-08-02 03:00:00,16.861258
2019-08-02 04:00:00,14.148947
2019-08-02 05:00:00,11.415279
2019-08-02 06:00:00,9.41561
2019-08-02 07:00:00,8.110912
2019-08-02 08:00:00,7.3342977
2019-08-02 09:00:00,7.214438
2019-08-02 10:00:00,7.553671
2019-08-02 11:00:00,8.428316
2019-08-02 12:00:00,10.338254
2019-08-02 13:00:00,14.9806385
2019-08-02 14:00:00,23.950747
2019-08-02 15:00:00,30.822062
2019-08-02 16:00:00,30.646032
2019-08-02 17:00:00,27.638678
2019-08-02 18:00:00,25.36451
2019-08-02 19:00:00,23.70472
2019-08-02 20:00:00,22.019466
2019-08-02 21:00:00,20.39004
2019-08-02 22:00:00,19.426207
2019-08-02 23:00:00,20.052723
2019-08-08 00:00:00,17.807875
2019-08-08 01:00:00,16.489264
2019-08-08 02:00:00,15.669073
2019-08-08 03:00:00,14.493005
2019-08-08 04:00:00,12.81423
2019-08-08 05:00:00,11.228496
2019-08-08 06:00:00,10.025423
