datetime,NO2_prediction
2019-07-25 00:00:00,1.9191221
2019-07-25 01:00:00,3.3518975
2019-07-25 02:00:00,4.260228
2019-07-25 03:00:00,4.4738374
2019-07-25 04:00:00,4.5608034
2019-07-25 05:00:00,4.4720974
2019-07-25 06:00:00,4.1973186
2019-07-25 07:00:00,4.1811466
2019-07-25 08:00:00,4.2669177
2019-07-25 09:00:00,4.557849
2019-07-25 10:00:00,4.993092
2019-07-25 11:00:00,5.6607223
2019-07-25 12:00:00,7.379958
2019-07-25 13:00:00,10.197829
2019-07-25 14:00:00,13.171743
2019-07-25 15:00:00,15.519771
2019-07-25 16:00:00,16.459656
2019-07-25 17:00:00,16.098885
2019-07-25 18:00:00,14.866467
2019-07-25 19:00:00,13.319918
2019-07-25 20:00:00,11.995917
2019-07-25 21:00:00,11.197571
2019-07-25 22:00:00,10.763564
2019-07-25 23:00:00,10.4750395
2019-08-02 00:00:00,11.814841
2019-08-02 01:00:00,14.026177
2019-08-02 02:00:00,16.427937
2019-08-02 03:00:00,16.67752
2019-08-02 04:00:00,15.712978
2019-08-02 05:00:00,14.203111
2019-08-02 06:00:00,13.26876
2019-08-02 07:00:00,12.786901
2019-08-02 08:00:00,12.575782
2019-08-02 09:00:00,12.593724
2019-08-02 10:00:00,12.820962
2019-08-02 11:00:00,13.486726
2019-08-02 12:00:00,14.992452
2019-08-02 13:00:00,20.01597
2019-08-02 14:00:00,30.030848
2019-08-02 15:00:00,34.68878
2019-08-02 16:00:00,34.824154
2019-08-02 17:00:00,34.207897
2019-08-02 18:00:00,33.09515
2019-08-02 19:00:00,30.922047
2019-08-02 20:00:00,28.245058
2019-08-02 21:00:00,25.546028
2019-08-02 22:00:00,22.975887
2019-08-02 23:00:00,22.474354
2019-08-09 00:00:00,22.332657
2019-08-09 01:00:00,23.565508
2019-08-09 02:00:00,25.340275
2019-08-09 03:00:00,25.13241
2019-08-09 04:00:00,21.36931
2019-08-09 05:00:00,16.492504
2019-08-09 06:00:00,12.461405
2019-08-09 07:00:00,10.653325
2019-08-09 08:00:00,10.18941
2019-08-09 09:00:00,10.483737
2019-08-09 10:00:00,11.263447
2019-08-09 11:00:00,12.736047
2019-08-09 12:00:00,16.514898
2019-08-09 13:00:00,26.42014
2019-08-09 14:00:00,40.9399
2019-08-09 15:00:00,47.79581
2019-08-09 16:00:00,49.468227
2019-08-09 17:00:00,48.339607
2019-08-09 18:00:00,45.51856
2019-08-09 19:00:00,39.541412
2019-08-09 20:00:00,32.771355
2019-08-09 21:00:00,28.024998
2019-08-09 22:00:00,24.849043
2019-08-09 23:00:00,23.074114
2019-08-11 00:00:00,22.510853
2019-08-11 01:00:00,22.595558
2019-08-11 02:00:00,22.0437
2019-08-11 03:00:00,19.733383
2019-08-11 04:00:00,16.722717
2019-08-11 05:00:00,13.984025
2019-08-11 06:00:00,12.274123
2019-08-11 07:00:00,11.252934
2019-08-11 08:00:00,10.870626
2019-08-11 09:00:00,10.70823
2019-08-11 10:00:00,10.795964
2019-08-11 11:00:00,11.258176
2019-08-11 12:00:00,12.756152
2019-08-11 13:00:00,17.364853
2019-08-11 14:00:00,26.64986
2019-08-11 15:00:00,34.687756
2019-08-11 16:00:00,36.72418
2019-08-11 17:00:00,35.844513
2019-08-11 18:00:00,34.08225
2019-08-11 19:00:00,30.968157
2019-08-11 20:00:00,27.076447
2019-08-11 21:00:00,23.746487
2019-08-11 22:00:00,21.241428
2019-08-11 23:00:00,19.512064
2019-08-22 00:00:00,20.291492
2019-08-22 01:00:00,21.958445
2019-08-22 02:00:00,24.041473
2019-08-22 03:00:00,23.178684
2019-08-22 04:00:00,18.03781
2019-08-22 05:00:00,11.686799
2019-08-22 06:00:00,8.625413
2019-08-22 07:00:00,7.911987
2019-08-22 08:00:00,7.731926
2019-08-22 09:00:00,7.921238
2019-08-22 10:00:00,8.603119
2019-08-22 11:00:00,9.89807
2019-08-22 12:00:00,12.863192
2019-08-22 13:00:00,22.602531
2019-08-22 14:00:00,39.213764
2019-08-22 15:00:00,47.760242
2019-08-22 16:00:00,47.36613
2019-08-22 17:00:00,43.175297
2019-08-22 18:00:00,36.297783
2019-08-22 19:00:00,29.158218
2019-08-22 20:00:00,25.008797
2019-08-22 21:00:00,23.001081
2019-08-22 22:00:00,23.260717
2019-08-22 23:00:00,24.756866
2019-08-23 00:00:00,23.804794
2019-08-23 01:00:00,23.460213
2019-08-23 02:00:00,23.360632
2019-08-23 03:00:00,21.640036
2019-08-23 04:00:00,17.731077
2019-08-23 05:00:00,13.667166
2019-08-23 06:00:00,10.774678
2019-08-23 07:00:00,9.176935
2019-08-23 08:00:00,8.416504
2019-08-23 09:00:00,8.249062
2019-08-23 10:00:00,8.432794
2019-08-23 11:00:00,9.282672
2019-08-23 12:00:00,12.135624
2019-08-23 13:00:00,21.169296
2019-08-23 14:00:00,37.073677
2019-08-23 15:00:00,46.613758
2019-08-23 16:00:00,48.25404
2019-08-23 17:00:00,46.38396
2019-08-23 18:00:00,42.495037
2019-08-23 19:00:00,37.745792
2019-08-23 20:00:00,32.3072
2019-08-23 21:00:00,26.911554
2019-08-23 22:00:00,21.825003
2019-08-23 23:00:00,18.656042
2019-09-04 00:00:00,23.305485
2019-09-04 01:00:00,30.507387
2019-09-04 02:00:00,34.678936
2019-09-04 03:00:00,31.703331
2019-09-04 04:00:00,23.926233
2019-09-04 05:00:00,16.764862
2019-09-04 06:00:00,13.043843
2019-09-04 07:00:00,11.688513
2019-09-04 08:00:00,11.32376
2019-09-04 09:00:00,11.535177
2019-09-04 10:00:00,12.41076
2019-09-04 11:00:00,14.520121
2019-09-04 12:00:00,19.901787
2019-09-04 13:00:00,32.103157
2019-09-04 14:00:00,41.794483
2019-09-04 15:00:00,43.85335
2019-09-04 16:00:00,43.38429
2019-09-04 17:00:00,42.58169
2019-09-04 18:00:00,41.345524
2019-09-04 19:00:00,38.00172
2019-09-04 20:00:00,34.301918
2019-09-04 21:00:00,32.182777
2019-09-04 22:00:00,32.243664
2019-09-04 23:00:00,35.068165
2019-09-06 00:00:00,31.734657
2019-09-06 01:00:00,30.687374
2019-09-06 02:00:00,30.758902
2019-09-06 03:00:00,30.091885
2019-09-06 04:00:00,27.392038
2019-09-06 05:00:00,21.98209
2019-09-06 06:00:00,15.648116
2019-09-06 07:00:00,10.760386
2019-09-06 08:00:00,8.190427
2019-09-06 09:00:00,7.3458753
2019-09-06 10:00:00,7.856652
2019-09-06 11:00:00,10.407666
2019-09-06 12:00:00,15.800732
2019-09-06 13:00:00,26.136496
2019-09-06 14:00:00,41.732784
2019-09-06 15:00:00,50.29811
2019-09-06 16:00:00,50.81125
2019-09-06 17:00:00,47.713314
2019-09-06 18:00:00,43.273293
2019-09-06 19:00:00,38.769485
2019-09-06 20:00:00,34.30587
2019-09-06 21:00:00,30.067493
2019-09-06 22:00:00,25.721756
2019-09-06 23:00:00,20.078835
2019-09-24 00:00:00,17.035076
2019-09-24 01:00:00,14.783666
2019-09-24 02:00:00,14.290023
2019-09-24 03:00:00,14.161319
2019-09-24 04:00:00,13.388737
2019-09-24 05:00:00,12.823327
2019-09-24 06:00:00,12.598657
2019-09-24 07:00:00,12.496056
